"species","genus","family","garden"
"Artemisia abrotanum","Artemisia","Asteraceae","fr"
"Artemisia absinthium","Artemisia","Asteraceae","fr"
"Artemisia absinthium","Artemisia","Asteraceae","fr"
"Artemisia annua","Artemisia","Asteraceae","fr"
"Artemisia campestris","Artemisia","Asteraceae","fr"
"Artemisia campestris","Artemisia","Asteraceae","fr"
"Artemisia campestris","Artemisia","Asteraceae","fr"
"Artemisia pedemontana","Artemisia","Asteraceae","fr"
"Artemisia pontica","Artemisia","Asteraceae","fr"
"Artemisia umbelliformis","Artemisia","Asteraceae","fr"
"Artemisia umbelliformis","Artemisia","Asteraceae","fr"
"Artemisia umbelliformis","Artemisia","Asteraceae","fr"
"Artemisia vallesiaca","Artemisia","Asteraceae","fr"
"Artemisia vallesiaca","Artemisia","Asteraceae","fr"
"Artemisia vallesiaca","Artemisia","Asteraceae","fr"
"Artemisia vulgaris","Artemisia","Asteraceae","fr"
"Artemisia vulgaris","Artemisia","Asteraceae","fr"
"Artemisia vulgaris","Artemisia","Asteraceae","fr"
"Artocarpus heterophyllus","Artocarpus","Moraceae","fr"
"Arum dioscoridis","Arum","Araceae","fr"
"Arum italicum","Arum","Araceae","fr"
"Arum maculatum","Arum","Araceae","fr"
"Arum maculatum","Arum","Araceae","fr"
"Aruncus dioicus","Aruncus","Rosaceae","fr"
"Aruncus dioicus","Aruncus","Rosaceae","fr"
"Arundo donax","Arundo","Poaceae","fr"
"Asarum caudatum","Asarum","Aristolochiaceae","fr"
"Asarum europaeum","Asarum","Aristolochiaceae","fr"
"Asarum europaeum","Asarum","Aristolochiaceae","fr"
"Asclepias curassavica","Asclepias","Apocynaceae","fr"
"Asclepias incarnata","Asclepias","Apocynaceae","fr"
"Asimina triloba","Asimina","Annonaceae","fr"
"Asimina triloba","Asimina","Annonaceae","fr"
"Asparagus acutifolius","Asparagus","Asparagaceae","fr"
"Asparagus asparagoides","Asparagus","Asparagaceae","fr"
"Asparagus officinalis","Asparagus","Asparagaceae","fr"
"Asparagus officinalis","Asparagus","Asparagaceae","fr"
"Asperula arcadiensis","Asperula","Rubiaceae","fr"
"Asperula aristata","Asperula","Rubiaceae","fr"
"Asperula arvensis","Asperula","Rubiaceae","fr"
"Asperula hirta","Asperula","Rubiaceae","fr"
"Asperula nitida","Asperula","Rubiaceae","fr"
"Asperula purpurea","Asperula","Rubiaceae","fr"
"Asperula taurina","Asperula","Rubiaceae","fr"
"Asperula tinctoria","Asperula","Rubiaceae","fr"
"Asphodeline liburnica","Asphodeline","Asphodelaceae","fr"
"Asphodeline liburnica","Asphodeline","Asphodelaceae","fr"
"Asphodeline lutea","Asphodeline","Asphodelaceae","fr"
"Asphodelus acaulis","Asphodelus","Asphodelaceae","fr"
"Asphodelus acaulis","Asphodelus","Asphodelaceae","fr"
"Asphodelus acaulis","Asphodelus","Asphodelaceae","fr"
"Asphodelus albus","Asphodelus","Asphodelaceae","fr"
"Asphodelus albus","Asphodelus","Asphodelaceae","fr"
"Asphodelus albus","Asphodelus","Asphodelaceae","fr"
"Asphodelus albus","Asphodelus","Asphodelaceae","fr"
"Asphodelus albus","Asphodelus","Asphodelaceae","fr"
"Asphodelus macrocarpus","Asphodelus","Asphodelaceae","fr"
"Asphodelus macrocarpus","Asphodelus","Asphodelaceae","fr"
"Asphodelus ramosus","Asphodelus","Asphodelaceae","fr"
"Asphodelus ramosus","Asphodelus","Asphodelaceae","fr"
"Asphodelus ramosus","Asphodelus","Asphodelaceae","fr"
"Asplenium adiantum-nigrum","Asplenium","Aspleniaceae","fr"
"Asplenium adiantum-nigrum","Asplenium","Aspleniaceae","fr"
"Asplenium adiantum-nigrum","Asplenium","Aspleniaceae","fr"
"Asplenium adiantum-nigrum","Asplenium","Aspleniaceae","fr"
"Asplenium bulbiferum","Asplenium","Aspleniaceae","fr"
"Asplenium dimorphum","Asplenium","Aspleniaceae","fr"
"Asplenium fontanum","Asplenium","Aspleniaceae","fr"
"Asplenium fontanum","Asplenium","Aspleniaceae","fr"
"Asplenium nidus","Asplenium","Aspleniaceae","fr"
"Asplenium nidus","Asplenium","Aspleniaceae","fr"
"Asplenium onopteris","Asplenium","Aspleniaceae","fr"
"Asplenium onopteris","Asplenium","Aspleniaceae","fr"
"Asplenium ruta-muraria","Asplenium","Aspleniaceae","fr"
"Asplenium septentrionale","Asplenium","Aspleniaceae","fr"
"Asplenium trichomanes","Asplenium","Aspleniaceae","fr"
"Asplenium trichomanes","Asplenium","Aspleniaceae","fr"
"Asplenium trichomanes","Asplenium","Aspleniaceae","fr"
"Asplenium trichomanes","Asplenium","Aspleniaceae","fr"
"Aster alpinus","Aster","Asteraceae","fr"
"Aster alpinus","Aster","Asteraceae","fr"
"Aster alpinus","Aster","Asteraceae","fr"
"Aster amellus","Aster","Asteraceae","fr"
"Aster amellus","Aster","Asteraceae","fr"
"Aster azureus","Symphyotrichum","Asteraceae","fr"
"Aster himalaicus","Aster","Asteraceae","fr"
"Aster linosyris","Galatella","Asteraceae","fr"
"Aster linosyris","Galatella","Asteraceae","fr"
"Aster macrophyllus","Eurybia","Asteraceae","fr"
"Aster novi-belgii","Symphyotrichum","Asteraceae","fr"
"Aster pyrenaeus","Aster","Asteraceae","fr"
"Aster sibiricus","Eurybia","Asteraceae","fr"
"Lotus maritimus","Lotus","Asteraceae","fr"
"Astilbe japonica","Astilbe","Saxifragaceae","fr"
"Astilboides tabularis","Astilboides","Saxifragaceae","fr"
"Astragalus alopecurus","Astragalus","Fabaceae","fr"
"Astragalus alpinus","Astragalus","Fabaceae","fr"
"Astragalus alpinus","Astragalus","Fabaceae","fr"
"Astragalus boeticus","Astragalus","Fabaceae","fr"
"Astragalus depressus","Astragalus","Fabaceae","fr"
"Astragalus depressus","Astragalus","Fabaceae","fr"
"Astragalus frigidus","Astragalus","Fabaceae","fr"
"Astragalus leontinus","Astragalus","Fabaceae","fr"
"Astragalus leontinus","Astragalus","Fabaceae","fr"
"Astragalus monspessulanus","Astragalus","Fabaceae","fr"
"Astragalus onobrychis","Astragalus","Fabaceae","fr"
"Astragalus onobrychis","Astragalus","Fabaceae","fr"
"Astragalus pelecinus","Astragalus","Fabaceae","fr"
"Astragalus penduliflorus","Astragalus","Fabaceae","fr"
"Astragalus sempervirens","Astragalus","Fabaceae","fr"
"Astrantia carniolica","Astrantia","Apiaceae","fr"
"Astrantia major","Astrantia","Apiaceae","fr"
"Astrantia major","Astrantia","Apiaceae","fr"
"Astrantia minor","Astrantia","Apiaceae","fr"
"Astrophytum asterias","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum myriostigma","Astrophytum","Cactaceae","fr"
"Astrophytum ornatum","Astrophytum","Cactaceae","fr"
"Astrophytum ornatum","Astrophytum","Cactaceae","fr"
"Astrophytum ornatum","Astrophytum","Cactaceae","fr"
"Astrophytum ornatum","Astrophytum","Cactaceae","fr"
"Asyneuma canescens","Asyneuma","Campanulaceae","fr"
"Athamanta cretensis","Athamanta","Apiaceae","fr"
"Athamanta cretensis","Athamanta","Apiaceae","fr"
"Athyrium distentifolium","Athyrium","Aspleniaceae","fr"
"Athyrium filix-femina","Athyrium","Aspleniaceae","fr"
"Athyrium filix-femina","Athyrium","Aspleniaceae","fr"
"Athyrium filix-femina","Athyrium","Aspleniaceae","fr"
"Athyrium filix-femina","Athyrium","Aspleniaceae","fr"
"Athyrium niponicum","Anisocampium","Aspleniaceae","fr"
"Atriplex hortensis","Atriplex","Amaranthaceae","fr"
"Atriplex hortensis","Atriplex","Amaranthaceae","fr"
"Atropa bella-donna","Atropa","Solanaceae","fr"
"Atropa bella-donna","Atropa","Solanaceae","fr"
"Atropa bella-donna","Atropa","Solanaceae","fr"
"Aubrieta deltoidea","Aubrieta","Brassicaceae","fr"
"Aubrieta erubescens","Aubrieta","Brassicaceae","fr"
"Aubrieta gracilis","Aubrieta","Brassicaceae","fr"
"Aurinia corymbosa","Aurinia","Brassicaceae","fr"
"Aurinia saxatilis","Aurinia","Brassicaceae","fr"
"Avena fatua","Avena","Poaceae","fr"
"Avena nuda","Avena","Poaceae","fr"
"Avena sativa","Avena","Poaceae","fr"
"Avena sativa","Avena","Poaceae","fr"
"Avena sterilis","Avena","Poaceae","fr"
"Avena strigosa","Avena","Poaceae","fr"
"Avenella flexuosa","Avenella","Poaceae","fr"
"Averrhoa carambola","Averrhoa","Oxalidaceae","fr"
"Azorella trifurcata","Azorella","Apiaceae","fr"
"Baccharis halimifolia","Baccharis","Asteraceae","fr"
"Baldellia ranunculoides","Baldellia","Alismataceae","fr"
"Baldellia ranunculoides","Baldellia","Alismataceae","fr"
"Baldellia ranunculoides","Baldellia","Alismataceae","fr"
"Ballota nigra","Ballota","Lamiaceae","fr"
"Bambusa vulgaris","Bambusa","Poaceae","fr"
"Baptisia australis","Baptisia","Fabaceae","fr"
"Barbarea vulgaris","Barbarea","Brassicaceae","fr"
"Basella alba","Basella","Basellaceae","fr"
"Basella alba","Basella","Basellaceae","fr"
"Basella alba","Basella","Basellaceae","fr"
"Bassia scoparia","Bassia","Amaranthaceae","fr"
"Bauhinia acuminata","Bauhinia","Fabaceae","fr"
"Beaucarnea recurvata","Beaucarnea","Asparagaceae","fr"
"Beckmannia syzigachne","Beckmannia","Poaceae","fr"
"Begonia amphioxus","Begonia","Begoniaceae","fr"
"Begonia foliosa","Begonia","Begoniaceae","fr"
"Begonia foliosa","Begonia","Begoniaceae","fr"
"Begonia goegoensis","Begonia","Begoniaceae","fr"
"Begonia grandis","Begonia","Begoniaceae","fr"
"Begonia heracleifolia","Begonia","Begoniaceae","fr"
"Begonia hybrida","Begonia","Begoniaceae","fr"
"Begonia masoniana","Begonia","Begoniaceae","fr"
"Begonia mazae","Begonia","Begoniaceae","fr"
"Begonia metallica","Begonia","Begoniaceae","fr"
"Begonia microsperma","Begonia","Begoniaceae","fr"
"Begonia obliqua","Begonia","Begoniaceae","fr"
"Begonia rex-cultorum","Begonia","Begoniaceae","fr"
"Begonia rex-cultorum","Begonia","Begoniaceae","fr"
"Begonia rex-cultorum","Begonia","Begoniaceae","fr"
"Begonia sanguinea","Begonia","Begoniaceae","fr"
"Begonia semperflorens","Begonia","Begoniaceae","fr"
"Begonia ulmifolia","Begonia","Begoniaceae","fr"
"Begonia vitifolia","Begonia","Begoniaceae","fr"
"Belamcanda chinensis","Iris","Iridaceae","fr"
"Bellevalia romana","Bellevalia","Asparagaceae","fr"
"Bellis perennis","Bellis","Asteraceae","fr"
"Bellis perennis","Bellis","Asteraceae","fr"
"Bellis perennis","Bellis","Asteraceae","fr"
"Bellium bellidioides","Bellium","Asteraceae","fr"
"Berberis buxifolia","Berberis","Berberidaceae","fr"
"Berberis candidula","Berberis","Berberidaceae","fr"
"Berberis vulgaris","Berberis","Berberidaceae","fr"
"Berberis stenophylla","Berberis","Berberidaceae","fr"
"Berberis vulgaris","Berberis","Berberidaceae","fr"
"Berberis vulgaris","Berberis","Berberidaceae","fr"
"Berberis wallichiana","Berberis","Berberidaceae","fr"
"Bergenia crassifolia","Bergenia","Saxifragaceae","fr"
"Bergenia crassifolia","Bergenia","Saxifragaceae","fr"
"Berteroa incana","Berteroa","Brassicaceae","fr"
"Achimenes erecta","Achimenes","Apiaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Beta vulgaris","Beta","Amaranthaceae","fr"
"Betula alleghaniensis","Betula","Betulaceae","fr"
"Betula ermanii","Betula","Betulaceae","fr"
"Betula humilis","Betula","Betulaceae","fr"
"Betula papyrifera","Betula","Betulaceae","fr"
"Betula pendula","Betula","Betulaceae","fr"
"Betula pendula","Betula","Betulaceae","fr"
"Bifora radians","Bifora","Apiaceae","fr"
"Bifrenaria calcarata","Bifrenaria","Orchidaceae","fr"
"Billbergia porteana","Billbergia","Bromeliaceae","fr"
"Billbergia saundersii","Billbergia","Bromeliaceae","fr"
"Billbergia saundersii","Billbergia","Bromeliaceae","fr"
"Billbergia porteana","Billbergia","Bromeliaceae","fr"
"Billbergia porteana","Billbergia","Bromeliaceae","fr"
"Billbergia porteana","Billbergia","Bromeliaceae","fr"
"Biophytum sensitivum","Biophytum","Oxalidaceae","fr"
"Biscutella laevigata","Biscutella","Brassicaceae","fr"
"Biscutella laevigata","Biscutella","Brassicaceae","fr"
"Astragalus pelecinus","Astragalus","Fabaceae","fr"
"Bituminaria bituminosa","Bituminaria","Fabaceae","fr"
"Bixa orellana","Bixa","Bixaceae","fr"
"Blackstonia perfoliata","Blackstonia","Gentianaceae","fr"
"Blechnum brasiliense","Neoblechnum","Aspleniaceae","fr"
"Blechnum occidentale","Blechnum","Aspleniaceae","fr"
"Echium pininana","Echium","Aspleniaceae","fr"
"Bletilla striata","Bletilla","Orchidaceae","fr"
"Blitum capitatum","Blitum","Amaranthaceae","fr"
"Blitum virgatum","Blitum","Amaranthaceae","fr"
"Boehmeria nivea","Boehmeria","Urticaceae","fr"
"Boophone disticha","Boophone","Amaryllidaceae","fr"
"Borago officinalis","Borago","Boraginaceae","fr"
"Borago officinalis","Borago","Boraginaceae","fr"
"Bouteloua curtipendula","Bouteloua","Poaceae","fr"
"Bowiea volubilis","Bowiea","Asparagaceae","fr"
"Brachypodium pinnatum","Brachypodium","Poaceae","fr"
"Brachypodium sylvaticum","Brachypodium","Poaceae","fr"
"Brahea edulis","Brahea","Arecaceae","fr"
"Brasilopuntia brasiliensis","Brasiliopuntia","Cactaceae","fr"
"Brassia verrucosa","Brassia","Orchidaceae","fr"
"Brassica juncea","Brassica","Brassicaceae","fr"
"Brassica napus","Brassica","Brassicaceae","fr"
"Brassica nigra","Brassica","Brassicaceae","fr"
"Brassica nigra","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica oleracea","Brassica","Brassicaceae","fr"
"Brassica rapa","Brassica","Brassicaceae","fr"
"Brassica rapa","Brassica","Brassicaceae","fr"
"Brighamia insignis","Brighamia","Campanulaceae","fr"
"Brillantaisia owariensis","Brillantaisia","Acanthaceae","fr"
"Brimeura amethystina","Brimeura","Asparagaceae","fr"
"Brimeura fastigiata","Brimeura","Asparagaceae","fr"
"Briza maxima","Briza","Poaceae","fr"
"Briza media","Briza","Poaceae","fr"
"Briza media","Briza","Poaceae","fr"
"Brocchinia reducta","Brocchinia","Bromeliaceae","fr"
"Bromelia pinguin","Bromelia","Bromeliaceae","fr"
"Bromus arvensis","Bromus","Poaceae","fr"
"Bromus erectus","Bromus","Poaceae","fr"
"Bromus erectus","Bromus","Poaceae","fr"
"Bromus hordeaceus","Bromus","Poaceae","fr"
"Bromus secalinus","Bromus","Poaceae","fr"
"Bromus sterilis","Bromus","Poaceae","fr"
"Brosimum alicastrum","Brosimum","Moraceae","fr"
"Browallia americana","Browallia","Solanaceae","fr"
"Brighamia insignis","Brighamia","Solanaceae","fr"
"Brunfelsia calycina","Brunfelsia","Solanaceae","fr"
"Brunfelsia uniflora","Brunfelsia","Solanaceae","fr"
"Brunnera macrophylla","Brunnera","Boraginaceae","fr"
"Bryonia dioica","Bryonia","Cucurbitaceae","fr"
"Buddleja alternifolia","Buddleja","Scrophulariaceae","fr"
"Buddleja lindleyana","Buddleja","Scrophulariaceae","fr"
"Buglossoides purpurocaerulea","Aegonychon","Boraginaceae","fr"
"Buglossoides purpurocaerulea","Aegonychon","Boraginaceae","fr"
"Buglossoides purpurocaerulea","Aegonychon","Boraginaceae","fr"
"Bulbine semibarbata","Bulbine","Asphodelaceae","fr"
"Bulbophyllum affine","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum falcatum","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum lasiochilum","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum lobbii","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum lobbii","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum lobbii","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum lobbii","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum odoratissimum","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum ovalifolium","Bulbophyllum","Orchidaceae","fr"
"Bulbophyllum patens","Bulbophyllum","Orchidaceae","fr"
"Bunias orientalis","Bunias","Brassicaceae","fr"
"Bunium bulbocastanum","Bunium","Apiaceae","fr"
"Bunium bulbocastanum","Bunium","Apiaceae","fr"
"Bunium bulbocastanum","Bunium","Apiaceae","fr"
"Buphthalmum salicifolium","Buphthalmum","Asteraceae","fr"
"Buphthalmum salicifolium","Buphthalmum","Asteraceae","fr"
"Bupleurum falcatum","Bupleurum","Apiaceae","fr"
"Bupleurum longifolium","Bupleurum","Apiaceae","fr"
"Bupleurum longifolium","Bupleurum","Apiaceae","fr"
"Bupleurum ranunculoides","Bupleurum","Apiaceae","fr"
"Bupleurum rotundifolium","Bupleurum","Apiaceae","fr"
"Bupleurum stellatum","Bupleurum","Apiaceae","fr"
"Butomus umbellatus","Butomus","Butomaceae","fr"
"Buxus sempervirens","Buxus","Buxaceae","fr"
"Buxus sempervirens","Buxus","Buxaceae","fr"
"Buxus sempervirens","Buxus","Buxaceae","fr"
"Caesalpinia gilliesii","Erythrostemon","Fabaceae","fr"
"Caesalpinia spinosa","Tara","Fabaceae","fr"
"Alnus incana","Alnus","Fabaceae","fr"
"Calamagrostis arundinacea","Calamagrostis","Poaceae","fr"
"Calamagrostis arundinacea","Calamagrostis","Poaceae","fr"
"Calamagrostis epigejos","Calamagrostis","Poaceae","fr"
"Calamintha menthifolia","Clinopodium","Lamiaceae","fr"
"Calamintha nepeta","Clinopodium","Lamiaceae","fr"
"Calanthe argenteostriata","Calanthe","Orchidaceae","fr"
"Calanthe argenteostriata","Calanthe","Orchidaceae","fr"
"Calanthe graciliflora","Calanthe","Orchidaceae","fr"
"Calanthe argenteostriata","Calanthe","Orchidaceae","fr"
"Calanthe triplicata","Calanthe","Orchidaceae","fr"
"Calanthe vestita","Calanthe","Orchidaceae","fr"
"Calathea lietzei","Maranta","Marantaceae","fr"
"Calceolaria tripartita","Calceolaria","Calceolariaceae","fr"
"Calendula arvensis","Calendula","Asteraceae","fr"
"Calendula officinalis","Calendula","Asteraceae","fr"
"Calendula officinalis","Calendula","Asteraceae","fr"
"Calepina irregularis","Calepina","Brassicaceae","fr"
"Calla palustris","Calla","Araceae","fr"
"Calla palustris","Calla","Araceae","fr"
"Callicarpa giraldii","Callicarpa","Lamiaceae","fr"
"Callicarpa dichotoma","Callicarpa","Lamiaceae","fr"
"Callisia gentlei","Callisia","Commelinaceae","fr"
"Callisia navicularis","Callisia","Commelinaceae","fr"
"Callisia repens","Callisia","Commelinaceae","fr"
"Callistephus chinensis","Callistephus","Asteraceae","fr"
"Callitriche palustris","Callitriche","Plantaginaceae","fr"
"Callitriche palustris","Callitriche","Plantaginaceae","fr"
"Calluna vulgaris","Calluna","Ericaceae","fr"
"Calochortus uniflorus","Calochortus","Liliaceae","fr"
"Caltha palustris","Caltha","Ranunculaceae","fr"
"Caltha palustris","Caltha","Ranunculaceae","fr"
"Calvoa orientalis","Calvoa","Melastomataceae","fr"
"Calycanthus chinensis","Calycanthus","Calycanthaceae","fr"
"Calycanthus fertilis","Calycanthus","Calycanthaceae","fr"
"Camassia cusickii","Camassia","Asparagaceae","fr"
"Camassia leichtlinii","Camassia","Asparagaceae","fr"
"Camassia quamash","Camassia","Asparagaceae","fr"
"Camassia scilloides","Camassia","Asparagaceae","fr"
"Camelina sativa","Camelina","Brassicaceae","fr"
"Campanula aucheri","Campanula","Campanulaceae","fr"
"Campanula autraniana","Campanula","Campanulaceae","fr"
"Campanula barbata","Campanula","Campanulaceae","fr"
"Campanula bononiensis","Campanula","Campanulaceae","fr"
"Campanula chamissonis","Campanula","Campanulaceae","fr"
"Campanula cochleariifolia","Campanula","Campanulaceae","fr"
"Campanula cochleariifolia","Campanula","Campanulaceae","fr"
"Campanula garganica","Campanula","Campanulaceae","fr"
"Campanula glomerata","Campanula","Campanulaceae","fr"
"Campanula glomerata","Campanula","Campanulaceae","fr"
"Campanula glomerata","Campanula","Campanulaceae","fr"
"Campanula hofmannii","Campanula","Campanulaceae","fr"
"Campanula kemulariae","Campanula","Campanulaceae","fr"
"Campanula latifolia","Campanula","Campanulaceae","fr"
"Campanula persicifolia","Campanula","Campanulaceae","fr"
"Campanula persicifolia","Campanula","Campanulaceae","fr"
"Campanula persicifolia","Campanula","Campanulaceae","fr"
